id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
ORBCOMM FM-20 (ORBCOMM B8),65,5,4,2,2,-0.884405673,-0.617495343,-0.194667187,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-22 (ORBCOMM C2),65,5,4,2,2,-0.884525864,-0.617460244,-0.193002143,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-23 (ORBCOMM C3),65,5,4,2,2,-0.88458596,-0.617425145,-0.191892114,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-25 (ORBCOMM C5),65,5,4,2,2,-0.88458596,-0.617425145,-0.191892114,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-27 (ORBCOMM C7),65,5,4,2,2,-0.884465768,-0.617495343,-0.194112173,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-30 (ORBCOMM D2),65,5,4,2,2,-0.88458596,-0.617354947,-0.190782085,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-31 (ORBCOMM D3),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-32 (ORBCOMM D4),65,5,4,2,2,-0.884706151,-0.617354947,-0.189672056,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-34 (ORBCOMM D6),65,5,4,2,2,-0.884646056,-0.617354947,-0.19022707,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-35 (ORBCOMM D7),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-36 (ORBCOMM D8),65,5,4,2,2,-0.88458596,-0.617390046,-0.1913371,-0.686430694,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,93,,-0.081803496
ORBCOMM FM-4 (ORBCOM G2),65,5,4,2,2,-0.885787875,-0.615880799,-0.156529756,-0.686201434,-0.923195993,-0.973826545,-0.783894828,-0.804439993,21,123,,0.998067675
ORBCOMM FM-5 (ORBCOMM A6),65,5,4,2,2,-0.885547492,-0.618127121,-0.194112173,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-6 (ORBCOMM A7),65,5,4,2,2,-0.885547492,-0.618127121,-0.194112173,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-7 (ORBCOMM A8),65,5,4,2,2,-0.885607587,-0.618127121,-0.193557158,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-8 (ORBCOMM A1),65,5,4,2,2,-0.885787875,-0.617986725,-0.189672056,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORBCOMM FM-9 (ORBCOMM A5),65,5,4,2,2,-0.885727779,-0.618021824,-0.190782085,-0.686889214,-0.923195993,-0.973826545,-0.783894828,-0.804439993,22,92,,-0.081803496
ORS - Tech 1,65,15,44,2,6,-0.901953629,-0.627603791,-0.192367841,-0.693423123,-0.940757533,,-0.807841949,,22,73,,-0.158937151
ORS - Tech 2,65,15,44,2,6,-0.901953629,-0.627603791,-0.192367841,-0.693423123,-0.940757533,,-0.807841949,,22,73,,-0.158937151
"ORS-1 (Operationally Responsive Space One, USA 231)",65,15,30,2,,-0.90814349,-0.630903077,-0.187055558,-0.695692797,-0.75451848,,-0.807841949,,22,73,,-0.167507557
ORSES (ORS Enabler Satellite),65,15,44,2,6,-0.901953629,-0.627603791,-0.192367841,-0.693423123,-0.940757533,,,,22,73,,-0.158937151
åørsted,12,10,16,2,6,-0.893780608,-0.6158457,-0.08144421,-0.687806254,-0.916431547,-0.952315893,-0.806971145,-0.804439993,21,38,,0.800948334
Paksat-1R,46,12,4,1,,1.218644784,0.611242763,-0.193874309,0.84433809,1.2774168,0.62257109,,1.191373152,23,64,0.284761277,-0.851425965
Palapa C2,29,5,4,1,,1.218524592,0.610856676,-0.194746475,0.844372479,0.364216693,0.346005571,-0.013232917,1.191373152,3,4,1.117089068,-0.852283005
Palapa D1,29,5,4,1,,1.218284209,0.610961972,-0.194112173,0.844326627,0.83512615,,0.487479623,1.191373152,23,64,1.538636068,-0.851940189
"PAN-1 (Palladium at Night, P360, USA 207)",65,15,4,1,,1.218644784,0.610786479,-0.195142914,0.844361016,,,,,1,19,0.245914134,-0.852625821
PARASOL (Polarization and Anistropy of Reflectances for Atmospheric Science coupled with Observations from LIDAR),18,10,16,2,6,-0.890355151,-0.620935023,-0.194112173,-0.688837924,-0.890674621,,-0.779540806,-1.403183937,3,9,,0.833515877
Parus 93 (Cosmos 2389),48,15,27,2,2,-0.874910546,-0.609633216,-0.159066965,-0.681799643,-0.584973731,,,-0.804439993,12,53,,0.567833288
Parus 94 (Cosmos 2398),48,15,27,2,2,-0.873708631,-0.609633216,-0.169929394,-0.681501605,-0.587141822,,,-1.702555909,12,53,,0.569547369
Parus-90 (Cosmos 2361),48,15,27,2,2,-0.873828822,-0.609738512,-0.170405121,-0.681616235,-0.597982279,,,-1.702555909,12,54,,0.567833288
Parus-91 (Cosmos 2366),48,15,27,2,2,-0.874249492,-0.609914006,-0.169374379,-0.681730865,-0.597982279,,,-0.804439993,12,54,,0.567833288
Parus-92 (Cosmos 2378),48,15,27,2,2,-0.874189397,-0.60980871,-0.16826435,-0.681730865,-0.584973731,,,-1.702555909,12,54,,0.567833288
Parus-95 (Cosmos 2407),48,15,27,2,2,-0.874910546,-0.609914006,-0.163427794,-0.681845495,-0.584973731,,,-1.702555909,12,53,,0.569547369
Parus-96 (Cosmos 2414),48,15,27,2,2,-0.877434567,-0.611317957,-0.162159189,-0.682877164,-0.584973731,,,-1.702555909,12,53,,0.569547369
Parus-97 (Cosmos 2429),48,15,27,2,2,-0.874610067,-0.60980871,-0.164458536,-0.681730865,-0.591478005,,,-1.702555909,12,53,,0.569547369
Parus-98 (Cosmos 2454),48,15,27,2,2,-0.876893705,-0.612125229,-0.17944393,-0.683106424,-0.591478005,,,-1.702555909,12,53,,0.569547369
Parus-99 (Cosmos 2463),48,15,27,2,2,-0.873768726,-0.609422623,-0.166123579,-0.681501605,-0.587141822,,,-1.702555909,12,53,,0.569547369
"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",65,10,45,2,2,-0.884525864,-0.617354947,-0.1913371,-0.686430694,-0.938372632,-0.983045395,-0.817420798,-0.804439993,7,10,,0.295294374
Persona-2 (Cosmos 2486),48,15,30,2,6,-0.889033045,-0.619566171,-0.184597637,-0.688150144,2.092619174,,,-1.702555909,12,107,,0.831801796
Phonesat 2.4,65,10,44,2,6,-0.901953629,-0.627498495,-0.190623509,-0.693331419,-0.942275197,,,,22,73,,-0.158765742
Picard,18,10,38,2,6,-0.888371992,-0.619706566,-0.193002143,-0.688035514,-0.877666073,,,-1.403183937,2,39,,0.831801796
PicoDragon,78,10,44,2,6,-0.90730215,-0.630762682,-0.192922856,-0.695475,-0.942275197,,,-1.752451237,4,52,,0.032182906
Plå_iades HR1A,20,10,12,2,6,-0.890054672,-0.620759529,-0.194112173,-0.688723294,-0.509090531,,-0.492175348,-0.804439993,3,108,,0.830087714
Plå_iades HR1B,18,10,12,2,6,-0.891196491,-0.621040319,-0.187927724,-0.689009869,-0.52209908,,,-0.804439993,3,109,,0.835229958
"Prism (Pico-satellite for Remote-sensing and Innovative Space Missions, Hitomi)",35,0,12,2,6,-0.895883959,-0.623286641,-0.179919657,-0.690672003,-0.940540724,,,,19,48,,0.830087714
Proba 1 (Project for On-Board Autonomy),13,10,43,2,6,-0.898708459,-0.621566801,-0.125369651,-0.690694929,-0.899346987,,-0.796956894,-1.403183937,16,85,,0.824945472
Proba 2 (Project for On-Board Autonomy),13,10,43,2,6,-0.889393619,-0.619741665,-0.184042622,-0.688150144,-0.886338438,,-0.80000471,-1.403183937,12,23,,0.831801796
Proba V (Project for On-Board Autonomy),13,10,12,2,6,-0.883083566,-0.616512577,-0.1913371,-0.685846081,-0.882002256,,,-1.30339328,3,132,,0.839172345
Prometheus 1A,65,15,44,2,6,-0.901893533,-0.627533594,-0.191733539,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 1B,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 2A,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 2B,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 3A,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 3B,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 4A,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
Prometheus 4B,65,15,44,2,6,-0.902013725,-0.627673989,-0.192922856,-0.693331419,,,,,22,74,,-0.158765742
PUCPSat-1,47,0,44,2,6,-0.896545012,-0.622830357,-0.166282155,-0.690786633,-0.942275197,,,,2,39,,0.82323139
QuetzSat-1,65,5,4,1,6,1.217923635,0.611172565,-0.193002143,0.844326627,1.448262404,,,1.191373152,0,98,,-0.852797229
Quickbird 2,65,5,12,2,6,-0.905018512,-0.629499125,-0.194032885,-0.694569423,,-0.260133858,-0.764301729,0.19346658,21,29,,0.812946903
"QZS-1 (Quazi-Zenith Satellite System, Michibiki)",35,10,27,1,,1.028261476,0.721803921,0.400308459,0.84422346,0.791764321,,,,19,48,,-0.167507557
Radarsat-2,9,5,12,2,6,-0.884405673,-0.617460244,-0.194112173,-0.686430694,0.325191048,,,-0.405277364,0,103,,0.836944039
"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",48,0,0,3,,-0.818660932,-0.569304717,-0.062970153,-0.655767174,,,,,0,100,,0.253985016
"Raduga 1-8 (Raduga 1-M1, Cosmos 2450)",48,15,4,1,,1.208188125,0.616472481,-0.163507082,0.843982737,0.097975067,,,-0.804439993,0,97,0.860142964,-0.828457276
Raduga 1-M2 (Raduga 1-9),48,15,4,1,,1.218524592,0.610821577,-0.194825763,0.844292238,0.141336895,,,-0.804439993,0,98,0.639935157,-0.852968638
Raduga 1-M3,48,15,4,1,,1.218103922,0.611137466,-0.193319295,0.844372479,0.097975067,,,-0.804439993,0,98,,-0.851425965
"Rapid Pathfinder Program (NROL-66, USA 225)",65,15,44,2,4,-0.85988661,-0.603104843,-0.193636446,-0.676434959,-0.790942416,,,,21,75,,0.689533055
RapidEye-1 (RapidEye-C),23,5,12,2,,-0.895102715,-0.622619765,-0.176510281,-0.690328113,-0.866825616,-0.875492138,,-0.405277364,0,39,,0.824945472
RapidEye-2 (RapidEye A),23,5,12,2,,-0.894621949,-0.622900555,-0.185628378,-0.690328113,-0.866825616,-0.875492138,,-0.405277364,0,39,,0.824945472
RapidEye-3 (RapidEye D),23,5,12,2,,-0.894621949,-0.622935654,-0.186183393,-0.690328113,-0.866825616,-0.875492138,,-0.405277364,0,39,,0.824945472
RapidEye-4 (RapidEye E),23,5,12,2,,-0.894621949,-0.622900555,-0.185628378,-0.690328113,-0.866825616,-0.875492138,,-0.405277364,0,39,,0.824945472
RapidEye-5 (RapidEye B),23,5,12,2,,-0.894862332,-0.62276016,-0.181029686,-0.690328113,-0.866825616,-0.875492138,,-0.405277364,0,39,,0.824945472
RASAT,61,10,12,2,6,-0.891857544,-0.620829727,-0.178333901,-0.689067184,-0.893709949,,,-1.203602622,2,40,,0.830087714
Rascom-QAF 1R,42,5,4,1,,1.218644784,0.610786479,-0.195142914,0.84433809,0.379826951,0.077122427,,1.191373152,3,7,-0.105375032,-0.852968638
RazakSat (MACSat),39,10,31,2,2,-0.892097927,-0.621145616,-0.181188261,-0.689181814,-0.864657524,,,-1.203602622,8,43,,-0.698872735
Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX),35,10,44,2,6,-0.896184438,-0.622900555,-0.17080156,-0.690672003,-0.912355535,,,,0,39,,0.826659553
Resourcesat 2,27,10,12,2,6,-0.882843183,-0.61640728,-0.191892114,-0.685742914,-0.419765165,,,-0.804439993,16,82,,0.838658121
Resurs-DK1 (Resurs - High Resolution 1),48,12,12,2,,-0.898047406,-0.625252173,-0.191257812,-0.691818303,1.940852775,,,-1.203602622,0,111,,0.345002729
Resurs-P1,48,12,12,2,,-0.904357459,-0.628726952,-0.187689861,-0.694225533,1.615639061,,,-1.203602622,0,107,,0.812946903
RISat-1 (Radar Imaging Satellite 1),27,15,42,2,6,-0.899609895,-0.626305136,-0.19347787,-0.692506083,-0.137046043,,,,13,91,,0.819803228
RISat-2 (Radar Imaging Satellite 2),27,15,42,2,,-0.907001671,-0.630306397,-0.188244875,-0.754635533,-0.902382315,,,,13,81,,-0.146595765
"Rodnik (Cosmos 2416, Strela 3M)",48,15,4,2,2,-0.84564392,-0.594470543,-0.189117041,-0.670382496,-0.845144701,,,,12,53,,0.560976963
"Rodnik (Cosmos 2437, Strela 3M)",48,15,4,2,2,-0.842999707,-0.592259319,-0.179602505,-0.669006937,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2438, Strela 3M)",48,15,4,2,2,-0.843179994,-0.592329517,-0.179126779,-0.669121567,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2439, Strela 3M)",48,15,4,2,2,-0.843119899,-0.592294418,-0.179126779,-0.669121567,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2451, Strela 3M)",48,15,4,2,2,-0.841917984,-0.592329517,-0.189672056,-0.668892307,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2452, Strela 3M)",48,15,4,2,2,-0.842879516,-0.592399715,-0.182615442,-0.669006937,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2453, Strela 3M)",48,15,4,2,2,-0.842098271,-0.592434813,-0.189672056,-0.668892307,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2467, Strela 3M)",48,15,4,2,2,-0.842218462,-0.592785801,-0.193715734,-0.669006937,-0.845144701,,,-1.203602622,12,100,,0.560976963
"Rodnik (Cosmos 2468, Strela 3M)",48,15,4,2,2,-0.842759324,-0.592469912,-0.184597637,-0.669006937,-0.845144701,,,-1.203602622,12,100,,0.560976963
"Rodnik (Cosmos 2481, Strela 3M)",48,15,4,2,2,-0.842939611,-0.592224221,-0.179602505,-0.669006937,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2482, Strela 3M)",48,15,4,2,2,-0.843420377,-0.592083826,-0.173576633,-0.669052789,-0.834304244,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2483, Strela 3M)",48,15,4,2,2,-0.843420377,-0.592083826,-0.173576633,-0.669052789,-0.834304244,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2484, Strela 3M)",48,15,4,2,2,-0.843300186,-0.592154023,-0.175558828,-0.669052789,-0.834304244,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2488, Strela 3M)",48,15,4,2,2,-0.843119899,-0.592329517,-0.179602505,-0.669006937,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2489, Strela 3M)",48,15,4,2,2,-0.843179994,-0.592399715,-0.180078232,-0.669121567,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rodnik (Cosmos 2490, Strela 3M)",48,15,4,2,2,-0.842879516,-0.592259319,-0.180633247,-0.669121567,-0.821295696,,-0.753416673,-0.804439993,12,100,,0.560976963
"Rumba (part of Cluster quartet, Cluster 2 FM5)",13,10,40,0,1,0.104109171,3.591655703,5.249074535,3.131206236,-0.422366874,-0.623510221,-0.769961957,-1.004021308,0,103,,0.703245705
SAC-C (Satellite for Scientific Applications),42,0,14,2,6,-0.889754194,-0.620584035,-0.194112173,-0.688608664,-0.732403947,-0.628119646,-0.740354607,-1.004021308,21,29,,0.824945472
SAC-D (Satellite for Scientific Applications),2,10,12,2,6,-0.892698885,-0.622303875,-0.194112173,-0.689754963,-0.248919561,,,-0.804439993,21,29,,0.826659553
"Salsa (part of Cluster quartet, Cluster 2 FM6)",13,10,40,0,1,0.078207907,3.593515938,5.288321996,3.116418969,-0.422366874,-0.623510221,-0.770832762,-1.004021308,0,103,,0.701531624
"Samba (part of Cluster quartet, Cluster 2 FM7)",13,10,40,0,1,0.090106863,3.598956249,5.273178026,3.13026627,-0.422366874,-0.623510221,-0.770832762,-1.004021308,0,103,,0.698103461
Sapphire (Space Surveillance Mission of Canada),9,15,39,2,6,-0.885547492,-0.617670836,-0.186896983,-0.686774584,-0.878533309,,,-0.804439993,13,79,,0.836944039
SARAL (Satellite with ARGOS and ALTIKA),28,10,16,2,6,-0.884946534,-0.617741034,-0.193557158,-0.686625565,-0.766226174,,-0.621489804,-0.804439993,13,79,,0.835229958
SAR-Lupe 1,23,15,42,2,,-0.903816597,-0.627568693,-0.173814496,-0.693767013,-0.608822737,,,0.19346658,12,53,,0.830087714
SAR-Lupe 2,23,15,42,2,,-0.903696405,-0.62763889,-0.176113842,-0.693721161,-0.608822737,,,0.19346658,12,53,,0.829916307
SAR-Lupe 3,23,15,42,2,,-0.903516118,-0.627884582,-0.181901851,-0.693767013,-0.608822737,,,0.19346658,12,53,,0.829573491
SAR-Lupe 4,23,15,42,2,,-0.905018512,-0.628235569,-0.173180194,-0.693652383,-0.608822737,,,0.19346658,12,53,,0.829402083
SAR-Lupe 5,23,15,42,2,,-0.903456023,-0.627673989,-0.179047491,-0.693686772,-0.608822737,,,0.19346658,12,53,,0.829402083
Satmex 4 (Solidaridad 2),40,5,4,1,,1.218103922,0.61103217,-0.193636446,0.844315164,0.044206399,0.269950053,-0.100313359,0.991791838,3,4,-1.412303922,-0.840455845
Satmex 5,40,5,4,1,,1.218224113,0.610961972,-0.194032885,0.844315164,0.593167147,0.750866761,1.097042716,1.191373152,3,2,-1.433059396,-0.852797229
Satmex 6,40,5,4,1,,1.218043826,0.611102368,-0.193319295,0.84433809,1.423112543,0.783900976,1.943900014,1.191373152,3,8,-1.390993489,-0.852625821
Satmex 8,40,4,4,1,,1.218224113,0.611067269,-0.193715734,0.84433809,1.430917672,0.789278638,1.943900014,1.191373152,0,98,-1.433392371,-0.852797229
Saudicomsat-1,50,5,44,2,6,-0.890054672,-0.619074788,-0.167233609,-0.688150144,-0.937505396,,,,0,40,,0.826659553
Saudicomsat-2,50,5,44,2,6,-0.890114768,-0.617916528,-0.148363112,-0.687691624,-0.937505396,,,,0,40,,0.828373634
Saudicomsat-3,50,5,4,2,6,-0.892758981,-0.620233047,-0.16033557,-0.689067184,-0.937505396,,,,0,39,,0.82323139
Saudicomsat-4,50,5,4,2,6,-0.892939268,-0.619109886,-0.140830771,-0.688723294,-0.937505396,,,,0,39,,0.82323139
Saudicomsat-5,50,5,4,2,6,-0.892819076,-0.619846961,-0.153675395,-0.688952554,-0.937505396,,,,0,39,,0.82323139
Saudicomsat-6,50,5,4,2,6,-0.892999364,-0.618688701,-0.133536294,-0.688608664,-0.937505396,,,,0,39,,0.82323139
Saudicomsat-7,50,5,4,2,6,-0.892879172,-0.619460874,-0.146935932,-0.688837924,-0.937505396,,,,0,39,,0.82323139
"Saudisat 1C (Oscar 50, SO 50)",50,10,37,2,2,-0.895703672,-0.620654233,-0.139324303,-0.689754963,-0.938372632,,,,0,39,,0.254156424
Saudisat-2,50,10,35,2,6,-0.890114768,-0.619531072,-0.173973072,-0.688264774,-0.927532175,-0.963839457,,,0,40,,0.824945472
Saudisat-3,50,10,14,2,,-0.892518598,-0.621531702,-0.18340832,-0.689411073,-0.855985158,,,,0,39,,0.82323139
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",65,15,11,1,,1.218164018,0.611067269,-0.193636446,0.844349553,1.008573464,,,0.592629209,1,19,-1.211852663,-0.742581807
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",65,15,11,1,,1.217683252,0.610891775,-0.193319295,0.844349553,1.008573464,,,0.592629209,1,19,,-0.742581807
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",65,15,30,2,,-0.899609895,-0.626305136,-0.19347787,-0.692471694,-0.495648364,,,,21,75,,0.826488144
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1, NOSS C1-1, USA 160)",65,15,21,2,2,-0.865836089,-0.606684918,-0.195222202,-0.678910967,1.225382606,,,,21,14,,0.226731125
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1,USA 160, NOSS C1-2)",65,15,21,2,2,-0.865836089,-0.606684918,-0.195222202,-0.678910967,1.225382606,,,,21,14,,0.226731125
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-1)",65,15,21,2,2,-0.871064418,-0.60317504,-0.096033165,-0.678750485,1.225382606,,,,21,14,,0.23358745
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-2)",65,15,21,2,2,-0.87118461,-0.603104843,-0.093971682,-0.678750485,1.225382606,,,,21,14,,0.23358745
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23)",65,15,21,2,2,-0.870884131,-0.603069744,-0.096112453,-0.678750485,1.225382606,,,,1,18,,0.23358745
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L28)",65,15,21,2,2,-0.870824035,-0.603069744,-0.096667467,-0.678750485,1.225382606,,,,1,18,,0.23358745
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",65,15,21,2,2,-0.870944227,-0.60317504,-0.097143194,-0.678750485,1.225382606,,,,1,19,,0.23358745
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",65,15,21,2,2,-0.870884131,-0.603139941,-0.097143194,-0.678750485,1.225382606,,,,1,19,,0.23358745
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",65,15,21,2,2,-0.871004322,-0.603139941,-0.096112453,-0.678750485,1.225382606,,,,21,19,,0.23358745
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",65,15,21,2,2,-0.870703844,-0.602999546,-0.096667467,-0.678635855,,,,,21,19,,0.23358745
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",65,15,21,2,,-0.871124514,-0.603069744,-0.093971682,-0.678750485,1.875810032,,,,21,19,,0.23358745
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",65,15,21,2,,-0.871124514,-0.603069744,-0.093971682,-0.678750485,1.875810032,,,,21,19,,0.23358745
SCD-1 (Satå_lite de Coleta de Dados),8,10,25,2,2,-0.888912853,-0.618056923,-0.16176275,-0.687576994,-0.895010804,,-0.803487927,-1.203602622,1,92,,-0.42461974
SCD-2 (Satå_lite de Coleta de Dados),8,10,25,2,2,-0.887771034,-0.618618504,-0.181267549,-0.687462364,-0.895010804,,-0.803487927,-1.203602622,1,92,,-0.42461974
Scisat-1 (Atmospheric Chemistry Experiment),9,10,41,2,2,-0.893600321,-0.622514468,-0.189037753,-0.689984223,-0.877666073,,-0.801310916,,21,93,,0.413565978
SDO (Solar Dynamics Observatory),65,10,41,1,,1.218224113,0.610926874,-0.194112173,0.844257849,0.401507866,0.276864191,-0.492175348,-0.804439993,1,19,-1.269124451,-0.373197303
"SDS III-2 (Satellite Data System) (NRO L-10, Great Bear, USA 155)",65,15,20,1,,1.216962103,0.611769244,-0.189830631,0.844372479,,,,,1,14,-0.24833252,-0.809088158
"SDS III-3 (Satellite Data System) (NRO L-12, Aquila-1, USA 162)",65,15,4,1,,1.21714239,0.611663948,-0.190464934,0.84433809,,,,-1.702555909,1,14,-1.733958268,-0.810116607
"SDS III-4 (Satellite Data System) (NRO L-1, Nemesis, USA 179)",65,15,4,0,3,-0.901893533,0.753392823,5.681510192,0.020836297,,,,-1.702555909,1,14,,0.23358745
"SDS III-5 (Satellite Data System) (NRO L-24, Scorpius, USA 198)",65,15,4,0,3,-0.907903107,0.757464282,5.712035995,0.021180187,,,,-1.702555909,1,19,,0.175308688
"SDS III-6 (Satellite Data System) NRO L-27, Gryphon, USA 227)",65,15,4,1,,1.217683252,0.611348059,-0.192129978,-0.785402221,,,,,1,33,-0.474422893,-0.76880725
"SDS III-7 (Satellite Data System) NRO L-38, Drake, USA 236)",65,15,20,1,,1.217743348,0.611418257,-0.19205069,-0.774420668,,,,,1,19,,-0.768978658
SDS-4 (Small Demonstration Satellite-4),35,10,44,2,6,-0.892218119,-0.621672097,-0.188482739,-0.689411073,-0.921027901,-0.953852368,-0.792602872,-1.403183937,19,48,,0.830087714
SEEDS 2,35,0,44,2,6,-0.895463289,-0.623286641,-0.183884046,-0.690672003,-0.94140796,,,,16,90,,0.82323139
SES-1 (AMC-4R),65,5,4,1,,1.218344305,0.610997071,-0.194112173,0.84433809,,0.976728601,0.269778519,1.191373152,0,98,-1.258025268,-0.852283005
SES-2,65,5,4,1,,1.218164018,0.611172565,-0.193319295,0.844441257,0.444869694,,0.269778519,1.490745124,3,8,-1.102636694,-0.852968638
SES-3,65,5,4,1,,1.222490911,0.613067899,-0.195063626,0.848132342,0.406711285,,,1.191373152,0,98,-1.280223635,-0.852283005
SES-4,65,5,4,1,,1.218344305,0.610961972,-0.19419146,0.84433809,,,3.535295089,1.191373152,0,98,-0.381189749,-0.852283005
"SES-5 (Sirius 5, Astra 4B)",65,5,4,1,,1.218464496,0.610926874,-0.194508612,0.844361016,1.662036218,,,1.191373152,0,98,-0.081511787,-0.85091174
SES-6,65,5,4,1,,1.216902007,0.611804343,-0.189672056,0.844326627,1.71970745,,,1.191373152,0,98,-0.586524649,-0.85091174
"SES-7 (Protostar 2, Indostar 2)",65,5,4,1,,1.218464496,0.610891775,-0.194587899,0.84433809,0.794799649,,,1.191373152,0,24,1.061926125,-0.852625821
SES-8,65,5,4,1,,1.218103922,0.611067269,-0.193557158,0.844303701,0.41798536,,,1.191373152,1,44,0.917414752,-0.852797229
Shijian 11-01 (SJ-11-01),11,10,40,2,6,-0.890715725,-0.620619134,-0.185707666,-0.688723294,,,,-1.203602622,5,58,,0.828373634
Shijian 11-02 (SJ-11-02),11,10,44,2,6,-0.890715725,-0.620584035,-0.185152651,-0.688723294,,,,,5,58,,0.830087714
