id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",65,15,21,2,2,1016.0,1201.0,0.01237,107.4,5000.0,,,,1,19,,1.106538746
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",65,15,21,2,2,1014.0,1201.0,0.0125,107.4,5000.0,,,,21,19,,1.106538746
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",65,15,21,2,2,1019.0,1205.0,0.01243,107.5,,,,,21,19,,1.106538746
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",65,15,21,2,,1012.0,1203.0,0.01277,107.4,6500.0,,,,21,19,,1.106538746
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",65,15,21,2,,1012.0,1203.0,0.01277,107.4,6500.0,,,,21,19,,1.106538746
SCD-1 (Satlite de Coleta de Dados),8,10,25,2,2,716.0,776.0,0.004220000000000001,99.7,110.0,,70.0,3.0,1,92,,0.43633231299999997
SCD-2 (Satlite de Coleta de Dados),8,10,25,2,2,735.0,760.0,0.00176,99.8,110.0,,70.0,3.0,1,92,,0.43633231299999997
Scisat-1 (Atmospheric Chemistry Experiment),9,10,41,2,2,638.0,649.0,0.00078,97.6,150.0,,80.0,,21,93,,1.289798317
SDO (Solar Dynamics Observatory),65,10,41,1,,35779.0,35791.0,0.00014,1436.03,3100.0,1650.0,1500.0,5.0,1,19,-1.780235837,0.488692191
"SDS III-2 (Satellite Data System) (NRO L-10, Great Bear, USA 155)",65,15,20,1,,35758.0,35815.0,0.0006799999999999999,1436.13,,,,,1,14,-0.175056524,0.044854962000000005
"SDS III-3 (Satellite Data System) (NRO L-12, Aquila-1, USA 162)",65,15,4,1,,35761.0,35812.0,0.0006,1436.1,,,,0.5,1,14,-2.511179728,0.043807764000000006
"SDS III-4 (Satellite Data System) (NRO L-1, Nemesis, USA 179)",65,15,4,0,3,500.0,39850.0,0.74119,717.7,,,,0.5,1,14,,1.106538746
"SDS III-5 (Satellite Data System) (NRO L-24, Scorpius, USA 198)",65,15,4,0,3,400.0,39966.0,0.7450399999999999,718.0,,,,0.5,1,19,,1.047197551
"SDS III-6 (Satellite Data System) NRO L-27, Gryphon, USA 227)",65,15,4,1,,35770.0,35803.0,0.00039,14.36,,,,,1,33,-0.530580093,0.08587019900000001
"SDS III-7 (Satellite Data System) NRO L-38, Drake, USA 236)",65,15,20,1,,35771.0,35805.0,0.0004,23.94,,,,,1,19,,0.08569566599999999
SDS-4 (Small Demonstration Satellite-4),35,10,44,2,6,661.0,673.0,0.00085,98.1,50.0,48.0,120.0,2.0,19,48,,1.713913325
SEEDS 2,35,0,44,2,6,607.0,627.0,0.00143,97.0,3.0,,,,16,90,,1.7069320080000001
SES-1 (AMC-4R),65,5,4,1,,35781.0,35793.0,0.00014,1436.1,,2561.0,5000.0,15.0,0,98,-1.762782545,0.000872665
SES-2,65,5,4,1,,35778.0,35798.0,0.00023999999999999998,1436.19,3200.0,,5000.0,16.5,3,8,-1.518436449,0.000174533
SES-3,65,5,4,1,,35850.0,35852.0,2e-05,1439.41,3112.0,,,15.0,0,98,-1.79768913,0.000872665
SES-4,65,5,4,1,,35781.0,35792.0,0.00013000000000000002,1436.1,,,20000.0,15.0,0,98,-0.383972435,0.000872665
"SES-5 (Sirius 5, Astra 4B)",65,5,4,1,,35783.0,35791.0,9e-05,1436.12,6007.0,,,15.0,0,98,0.087266463,0.002268928
SES-6,65,5,4,1,,35757.0,35816.0,0.0007,1436.09,6140.0,,,15.0,0,98,-0.706858347,0.002268928
"SES-7 (Protostar 2, Indostar 2)",65,5,4,1,,35783.0,35790.0,8e-05,1436.1,4007.0,,,15.0,0,24,1.8853046580000001,0.000523599
SES-8,65,5,4,1,,35777.0,35795.0,0.00021,1436.07,3138.0,,,15.0,1,44,1.6580627890000001,0.000349066
Shijian 11-01 (SJ-11-01),11,10,40,2,6,686.0,703.0,0.0012,98.7,,,,3.0,5,58,,1.712167996
Shijian 11-02 (SJ-11-02),11,10,44,2,6,686.0,704.0,0.0012699999999999999,98.7,,,,,5,58,,1.713913325
Shijian 11-03 (SJ-11-03),11,10,44,2,6,688.0,703.0,0.00106,98.7,,,,,5,58,,1.713913325
Shijian 11-05 (SJ-11-05),11,10,44,2,6,689.0,704.0,0.00106,98.7,,,,,5,58,,1.712167996
Shijian 12 (SJ-12),11,10,44,2,6,583.0,601.0,0.0012900000000000001,96.5,,,,,5,59,,1.705186679
Shijian 15 (SJ-15),11,10,44,2,6,661.0,673.0,0.00085,98.08,,,,,18,65,,1.711469865
Shijian 16 (SJ-16),11,10,44,2,6,599.0,616.0,0.00122,96.85,,,,,5,66,,1.308647873
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",11,10,40,2,6,579.0,606.0,0.0019399999999999999,96.5,,,,2.0,18,66,,1.7069320080000001
Shijian 6B (SJ-6B),11,10,40,2,6,587.0,598.0,0.00079,96.5,,,,2.0,18,66,,1.7069320080000001
Shijian 6C (SJ-6-02A),11,10,40,2,6,591.0,594.0,0.00022,96.5,,,,,18,66,,1.705186679
Shijian 6D (SJ-6-02B),11,10,40,2,6,594.0,595.0,7e-05,96.6,,,,,18,66,,1.705186679
"Shijian 6E (SJ6-03A, SJ-6E)",11,10,40,2,6,581.0,607.0,0.00187,96.6,,,,3.0,18,66,,1.70344135
"Shijian 6F (SJ6-03B, SJ-6F)",11,10,40,2,6,578.0,603.0,0.0018,96.5,,,,3.0,18,66,,1.70344135
Shijian 6G (SJ6-04A),11,10,30,2,6,584.0,603.0,0.0013599999999999999,96.6,,,,,18,66,,1.705186679
Shijian 6H (SJ6_04B),11,10,30,2,6,586.0,602.0,0.00115,96.6,,,,,18,66,,1.705186679
"Shijian 7 (SJ7, Dong Fang Hong 65)",11,10,40,2,6,534.0,591.0,0.00411,95.9,,,,3.0,5,59,,1.705186679
Shijian 9A (SJ 9A),11,10,44,2,,623.0,650.0,0.00193,97.44,,,,,18,58,,1.710248134
Shijian 9B (SJ 9B),11,10,44,2,,624.0,651.0,0.00193,97.46,,,,,18,58,,1.710248134
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",11,10,31,2,6,586.0,601.0,0.00108,96.6,204.0,,,,23,58,,1.7016960209999998
"Shiyan 3 (SY3, Experimental Satellite 3)",11,10,35,2,6,785.0,803.0,0.00126,100.8,300.0,,,,5,59,,1.7191493130000002
"Shiyan 4 (SY4, Experimental Satellite 4)",11,10,35,2,6,784.0,802.0,0.00126,100.7,300.0,,,,5,59,,1.7174039840000002
"Shiyan 5 (SY5, Experimental Satellite 5)",11,10,35,2,,739.0,755.0,0.00112,99.7,204.0,,,,5,59,,1.7086773380000002
"Shiyan 7 (SY7, Experimental Satellite 7)",11,15,44,2,6,668.0,672.0,0.00028,98.15,,,,,18,67,,1.711469865
Sich 2,74,10,12,2,6,684.0,701.0,0.0012,98.6,169.0,,,5.0,2,40,,1.713913325
Sicral 1A,34,15,4,1,,35769.0,35802.0,0.00039,1436.06,2596.0,1263.0,3300.0,0.5,3,4,0.283616003,0.017627825
Sicral 1B,34,16,4,1,,35788.0,35802.0,0.00016999999999999999,1436.52,3038.0,,,0.5,15,138,0.205948852,0.000698132
"Sina-1 (Sinah 1, ZS1)",32,10,9,2,6,681.0,703.0,0.00156,98.6,170.0,,,3.0,12,53,,1.7086773380000002
"Sinosat-6 (Chinasat-6A, XN-6)",11,5,4,1,,35794.0,35796.0,2e-05,1436.1,5000.0,,,15.0,23,64,,0.005235988
Sirius 1 (SD Radio 1),65,5,4,0,,23783.0,47100.0,0.27883,1418.5,3727.0,1570.0,,15.0,0,97,,1.104793417
Sirius 2 (SD Radio 2),65,5,4,0,,12849.0,47048.0,0.47081999999999996,1148.43,3792.0,1570.0,,15.0,0,97,,1.104793417
Sirius 3 (SD Radio 3),65,5,4,0,,6179.0,47086.0,0.6197600000000001,994.83,3727.0,1570.0,,15.0,0,97,,1.106538746
Sirius 4 (Astra 4A),56,5,4,1,,35776.0,35795.0,0.00022999999999999998,1436.1,4400.0,,,15.0,0,98,0.084648469,0.000698132
Sirius FM-5,65,5,4,1,,35774.0,35798.0,0.00028,1436.0,5800.0,,20000.0,15.0,0,98,-1.675516082,0.0
Sirius FM-6,65,5,4,1,,35785.0,35791.0,7e-05,1436.16,6020.0,2975.0,20000.0,15.0,0,98,-2.010619298,0.0013962629999999998
Sirius XM-5,65,5,4,1,,35779.0,35795.0,0.00018999999999999998,1436.12,5983.0,,18000.0,15.0,0,98,-1.4870205230000002,0.000523599
Skynet 4C,76,15,4,1,,35775.0,35797.0,0.00026000000000000003,1436.07,1474.0,850.0,1200.0,7.0,3,5,-0.02268928,0.164584548
Skynet 4E,76,15,4,1,,35774.0,35797.0,0.00027,1436.06,1510.0,759.0,1200.0,7.0,3,4,0.620988148,0.08709193
Skynet 4F,76,15,4,1,,35773.0,35801.0,0.00033,1436.15,1510.0,830.0,1200.0,7.0,3,4,-0.5941100770000001,0.056374135
Skynet 5A,76,15,4,1,,35771.0,35802.0,0.00037,1436.1,4700.0,2170.0,6000.0,15.0,3,8,-0.019547688,0.00122173
Skynet 5B,76,15,4,1,,35700.0,35803.0,0.00122,1436.1,4635.0,2170.0,6000.0,15.0,3,7,0.921533845,0.00122173
Skynet 5C,76,15,4,1,,35770.0,35803.0,0.00039,1436.1,4600.0,,,,3,8,-0.311192206,0.009250245
Skynet 5D,76,15,4,1,,35786.0,35793.0,8e-05,1436.24,4638.0,,,15.0,3,8,0.43633231299999997,0.00122173
SkySat-1,65,5,31,2,,567.0,599.0,0.0023,96.34,,,,,2,39,,1.707106541
SkyTerra 1,65,5,4,1,,35782.0,35791.0,0.00011,1436.09,5360.0,3200.0,,15.0,0,24,-1.768018532,0.10576695300000001
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),65,15,4,0,,1200.0,11600.0,0.4072,240.0,,,,,21,128,,1.106538746
SMDC-ONE 1.1 (Techsat),65,15,44,2,,495.0,791.0,0.0211,97.5,4.5,,,,21,19,,1.127482697
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),65,15,44,2,,483.0,789.0,0.021840000000000002,97.4,3.0,,,,21,19,,1.127482697
SMDC-ONE 2.3,65,15,44,2,,443.0,886.0,0.03149,98.0,5.0,,,,21,19,,2.09963109
SMDC-ONE 2.4,65,15,44,2,,443.0,886.0,0.03149,98.0,5.0,,,,21,19,,2.09963109
SMOS (Soil Moisture and Ocean Salinity satellite),13,10,12,2,6,759.0,760.0,7e-05,100.0,658.0,630.0,1065.0,3.0,12,23,,1.7174039840000002
SNaP-3-1ÊÊ(Space and Missile Defense Command NanoSat Program),65,15,4,2,,443.0,886.0,0.03149,98.0,,,,,21,19,,2.09963109
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",35,0,44,2,6,657.0,665.0,0.00057,98.0,50.0,,,,19,48,,1.712167996
SORCE (SOlar Radiation and Climate Experiment),65,11,1,2,2,600.0,633.0,0.00236,97.0,315.0,290.0,348.0,6.0,1,93,,0.698131701
Spaceway 3,65,5,4,1,,35785.0,35787.0,2e-05,1436.1,6100.0,3655.0,,12.0,3,8,-1.656841059,0.001047198
Spaceway F1,65,5,4,1,,35785.0,35787.0,2e-05,1436.1,5993.0,3691.0,12300.0,12.6,15,138,-1.7954202019999999,0.000872665
Spaceway F2,65,5,4,1,,35785.0,35787.0,2e-05,1436.1,5993.0,3691.0,12300.0,12.6,3,8,-1.7292722230000002,0.000698132
Spainsat,55,15,4,1,,35745.0,35826.0,0.0009599999999999999,1436.1,3680.0,1467.0,,,3,7,0.22794,0.001047198
Spektr-R/RadioAstron,42,10,1,0,,1000.0,330000.0,0.9571200000000001,0.22,3660.0,,,5.0,0,140,,0.898146433
SPIRALE-A (Systme Prparatoire Infra-Rouge pour l'Alerte),18,15,44,0,,608.0,35717.0,0.7155600000000001,637.65,117.0,,,,3,8,,0.033859387000000005
SPIRALE-B (Systme Prparatoire Infra-Rouge pour l'Alerte),18,15,44,0,,627.0,35697.0,0.71478,637.64,117.0,,,,3,8,,0.033510322
Spot 5 (Systme Probatoire dÕObservation de la Terre),19,5,12,2,6,824.0,826.0,0.00014,101.4,3030.0,,2400.0,5.0,3,3,,1.720894642
Spot 6 (Systme Probatoire dÕObservation de la Terre),19,5,12,2,6,696.0,699.0,0.00021,98.73,720.0,,,5.0,16,79,,1.713913325
SRMSat (Sri Ramaswamy Memorial Satellite),27,0,44,2,,850.0,868.0,0.00124,102.1,10.9,,,1.0,16,79,,0.34906585
SSOT (Sistema Satelital para la Observacin de la Tierra),10,13,12,2,,622.0,624.0,0.00014,97.2,117.0,,,,3,108,,1.7104226669999998
ST-2 (Singapore-Taiwan 2),52,5,4,1,,35783.0,35791.0,9e-05,1436.12,5090.0,,,15.0,3,7,1.5357152090000001,0.000349066
Star One C1,8,5,4,1,,35703.0,35778.0,0.0008900000000000001,1436.0,4100.0,1750.0,10500.0,15.0,3,7,-1.134114948,0.000523599
Star One C2,8,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.1,4100.0,1750.0,,,3,8,-1.220508746,0.001047198
Star One C3,8,5,4,1,,35791.0,35848.0,0.0006799999999999999,1437.78,3225.0,1402.0,,15.0,3,8,-1.308996939,0.000349066
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),65,15,31,2,,500.0,506.0,0.00044,94.6,3.0,,,,22,74,,0.706858347
STPSat-2 (USA 217),65,15,44,2,6,650.0,650.0,0.0,97.73,180.0,,,1.0,7,75,,1.256637061
STPSat-3 (Space Test Program Satellite-3),65,15,44,2,,497.0,507.0,0.00073,94.66,137.0,,,3.0,22,74,,0.70703288
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",76,5,44,2,6,772.0,783.0,0.0007700000000000001,100.4,4.3,,,,16,79,,1.720894642
Strela 3 (Cosmos 2384),48,15,4,2,2,1417.0,1431.0,0.0009,114.3,225.0,,,3.0,12,131,,1.439896633
Strela 3 (Cosmos 2385),48,15,4,2,2,1417.0,1425.0,0.0005099999999999999,114.2,225.0,,,3.0,12,131,,1.439896633
Strela 3 (Cosmos 2386),48,15,4,2,2,1415.0,1419.0,0.00026000000000000003,114.2,225.0,,,3.0,12,131,,1.439896633
Strela 3 (Cosmos 2390),48,15,4,2,2,1468.0,1506.0,0.00242,115.7,225.0,,,3.0,12,53,,0.148352986
Strela 3 (Cosmos 2391),48,15,4,2,2,1466.0,1506.0,0.00255,115.7,225.0,,,3.0,12,53,,1.439896633
Strela 3 (Cosmos 2400),48,15,4,2,2,1467.0,1503.0,0.00229,115.7,225.0,,,3.0,12,53,,1.439896633
Strela 3 (Cosmos 2401),48,15,4,2,2,1465.0,1502.0,0.00236,115.6,225.0,,,3.0,12,53,,1.439896633
Strela 3 (Cosmos 2408),48,15,4,2,2,1471.0,1495.0,0.0015300000000000001,115.5,225.0,,,3.0,12,53,,1.439896633
Strela 3 (Cosmos 2409),48,15,4,2,2,1474.0,1495.0,0.00134,115.6,225.0,,,3.0,12,53,,1.439896633
STSat-2C,54,10,44,2,,298.0,1482.0,0.08154,102.77,93.0,,160.0,2.0,10,78,,1.401150324
STSat-3,54,10,44,2,,593.0,626.0,0.00236,96.88,150.0,,275.0,2.0,2,39,,1.707106541
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",65,15,44,2,6,867.0,879.0,0.0008300000000000001,102.41,,,,,21,29,,1.726654229
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),65,15,44,2,,1347.0,1352.0,0.00032,112.68,2240.0,1100.0,,0.5,1,29,,1.012290966
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),65,15,44,2,,1339.0,1351.0,0.00078,112.58,2240.0,1100.0,,0.5,1,29,,1.012290966
STUDSat (Student Satellite),27,0,44,2,6,614.0,634.0,0.00143,97.2,0.85,,,0.5,16,,,1.7104226669999998
Superbird 7 (Superbird C2),35,5,4,1,,35778.0,35794.0,0.00018999999999999998,1436.1,5000.0,,,15.0,3,8,2.509259866,0.002094395
Superbird-B2 (Superbird 4),35,5,4,1,,35779.0,35793.0,0.00016999999999999999,1436.09,4051.0,2160.0,5400.0,10.0,3,4,2.827956987,0.000174533
Superbird-C,35,5,4,1,,35781.0,35792.0,0.00013000000000000002,1436.12,3130.0,2500.0,4600.0,10.0,1,14,2.512750524,0.000174533
Suzaku (Astro E2),36,10,1,2,2,548.0,558.0,0.00072,95.7,1600.0,,500.0,5.0,20,72,,0.548033385
SWARM-A,13,10,16,2,4,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,4.0,12,100,,1.5236724369999999
SWARM-B,13,10,16,2,4,473.0,476.0,0.00022,93.9,468.0,369.0,608.0,4.0,12,100,,1.5236724369999999
SWARM-C,13,10,16,2,4,486.0,496.0,0.00073,94.0,468.0,369.0,608.0,4.0,12,100,,1.527163095
Swift,73,11,1,2,2,571.0,590.0,0.00137,96.3,1463.0,,1040.0,7.0,1,36,,0.359537826
SwissCube,57,0,44,2,6,710.0,720.0,0.0007099999999999999,99.1,1.0,,,0.75,16,79,,1.715658655
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),18,15,4,1,,35778.0,35792.0,0.00016999999999999999,1436.06,3725.0,1650.0,5640.0,12.0,3,7,0.821177413,0.0
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),18,15,4,1,,35772.0,35801.0,0.00033999999999999997,1436.09,3750.0,1658.0,,12.0,3,7,-0.090233522,0.000523599
TacSat 4,65,15,44,0,,658.0,11836.0,0.44297,235.16,450.0,,1000.0,,7,75,,1.110727536
TacSat 6,65,15,44,2,,443.0,886.0,0.03149,98.0,,,,,21,19,,2.09963109
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),23,10,12,2,6,507.0,510.0,0.00022,94.8,1350.0,,,5.0,0,39,,1.699950691
"Tango (part of Cluster quartet, Cluster 2 FM8)",13,10,40,0,1,17313.0,120961.0,0.68635,3442.0,1200.0,478.0,220.0,4.0,0,103,,1.583013632
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",65,10,4,1,,35768.0,35802.0,0.0004,1436.04,3180.0,1600.0,2300.0,11.0,1,15,-0.71122167,0.028623400000000004
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",65,10,4,1,,35732.0,35844.0,0.00133,1436.18,3454.0,1600.0,2300.0,15.0,1,19,-2.984513021,0.122173048
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",65,10,4,1,,35780.0,35785.0,5.9999999999999995e-05,1435.88,3454.0,1600.0,3500.0,15.0,1,19,,0.121998515
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",65,10,4,1,,35693.0,35878.0,0.0021899999999999997,1436.06,3180.0,1600.0,1800.0,10.0,1,114,1.473232422,0.201236463
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",65,12,4,1,,35773.0,35796.0,0.00027,1436.99,3180.0,1600.0,1800.0,10.0,1,117,-2.917143312,0.16406095
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",65,12,4,1,,35773.0,35787.0,0.00016999999999999999,1435.7,3180.0,1600.0,1800.0,10.0,1,118,-2.990621673,0.152541777
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",65,10,4,1,,35767.0,35803.0,0.00043,1436.04,3180.0,1600.0,1800.0,10.0,1,119,-2.627244123,0.18500490100000003
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",65,10,4,1,,35768.0,35808.0,0.00047000000000000004,1436.2,3180.0,1600.0,2300.0,11.0,1,15,1.5491542440000001,0.015707963000000002
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",65,10,4,1,,35768.0,35809.0,0.00049,1436.11,3180.0,1600.0,2300.0,11.0,1,15,-1.0896090520000001,0.000349066
TecSAR (Polaris),33,15,30,2,,405.0,580.0,0.01275,94.5,300.0,260.0,,,16,80,,0.716108592
Telkom 1,29,5,4,1,,35778.0,35796.0,0.00021,1436.13,2763.0,1700.0,4000.0,15.0,3,6,1.885130125,0.000349066
Telkom 2,29,5,4,1,,35781.0,35793.0,0.00014,1436.1,1930.0,899.0,,15.0,3,8,2.059837583,0.000698132
Telstar 11N,9,5,4,1,,35774.0,35801.0,0.00032,1436.13,4010.0,,,15.0,15,139,-0.646644488,0.000698132
Telstar 12 (Orion 2),42,5,4,1,,35773.0,35799.0,0.00031,1436.09,3878.0,1900.0,10600.0,13.0,3,5,-0.261624855,0.000872665
Telstar 14R (Estrela do Sul 2),9,5,4,1,,35783.0,35791.0,9e-05,1436.1,4970.0,2150.0,12000.0,15.0,0,95,-1.099557429,0.000349066
Telstar 18 (Apstar 5),42,5,4,1,,35778.0,35795.0,0.0002,1436.1,4640.0,2500.0,16000.0,13.0,15,138,2.409252499,0.000174533
TerraSAR-XÊ1 (Terra Synthetic Aperture Radar X-Band),23,12,31,2,,507.0,509.0,0.00015,94.8,1230.0,,,5.0,0,39,,1.7016960209999998
TerraStar 1,65,5,4,1,,35783.0,35791.0,9e-05,1436.11,6910.0,,,15.0,3,8,-1.93731547,0.10367255800000001
TES (Technology Experiment Satellite),27,13,34,2,,529.0,598.0,0.00498,95.9,1108.0,,,3.0,16,85,,1.7069320080000001
"TET-1 (Technologieerprobungstrger 1, Technology Experiment Carrier)",23,5,44,2,6,501.0,505.0,0.00029,94.7,120.0,,20.0,1.0,0,111,,1.7016960209999998
"Thaicom-4 (Ipstar 1, Measat 5)",60,5,4,1,,35775.0,35798.0,0.00027,1436.1,6505.0,,14000.0,12.0,3,9,2.085668456,0.0
Thaicom-5,60,5,4,1,,35777.0,35796.0,0.00022999999999999998,1436.1,2800.0,1220.0,5000.0,12.0,3,8,1.370781595,0.000698132
Thaicom-6,60,5,4,1,,35786.0,35796.0,0.00011999999999999999,1436.3,3325.0,,,15.0,1,44,1.370083463,0.000872665
THEMIS A (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,461.0,87304.0,0.8640700000000001,1868.98,126.0,77.0,40.0,2.0,1,29,,0.27401669300000003
THEMIS D (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,467.0,87260.0,0.8639,1867.91,126.0,77.0,40.0,2.0,1,29,,0.27401669300000003
THEMIS E (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,474.0,87526.0,0.86413,1875.53,126.0,77.0,40.0,2.0,1,29,,0.27401669300000003
THEOS (Thailand Earth Observation System),60,10,12,2,6,824.0,826.0,0.00014,101.4,750.0,670.0,840.0,5.0,2,39,,1.7226399719999999
Thor-3,45,5,4,1,,35777.0,35795.0,0.00021,1436.07,1400.0,646.0,1400.0,12.0,1,29,-0.06981317,0.00122173
Thor-5 (Thor 2R),45,5,4,1,,35773.0,35798.0,0.0003,1436.1,2024.0,,,15.0,0,98,-0.012566371000000002,0.000174533
Thor-6,45,5,4,1,,35779.0,35794.0,0.00018,1436.1,3050.0,,5900.0,15.0,3,7,-0.017453293,0.000349066
Thuraya 2,75,5,4,1,,35764.0,35807.0,0.0005099999999999999,1436.07,5250.0,3200.0,11000.0,12.0,15,138,0.7702137990000001,0.052185345
Thuraya 3,75,5,4,1,,35766.0,35807.0,0.00049,1436.1,5180.0,,,12.0,15,138,1.720894642,0.10192722800000001
Tian Xun-1 (TX-1),11,0,44,2,,464.0,475.0,0.0008,94.0,35.0,,,,18,66,,1.699950691
Tiangong-1 (TG-1),11,10,44,2,,360.0,361.0,7e-05,91.8,8506.0,,,2.0,5,61,,0.74700092
Tianhui 1-01,11,10,12,2,,488.0,504.0,0.00117,94.5,2500.0,,,,5,59,,1.699950691
Tianhui 1-02,11,10,12,2,,485.0,505.0,0.00146,94.5,2500.0,,,,5,59,,1.699950691
"TianLian 1 (TL-1-01, CTDRS)",11,10,4,1,,35769.0,35813.0,0.0005200000000000001,1436.08,3750.0,,,,23,65,1.3452997869999999,0.001047198
"TianLian 2 (TL-1-02, CTDRS)",11,10,4,1,,37778.0,37794.0,0.00018,1436.1,2250.0,,,,23,65,3.084345854,0.017453293
"TianLian 3 (TL-1-03, CTDRS)",11,10,4,1,,35768.0,35802.0,0.0004,1436.0,2200.0,,,,23,65,0.294262512,0.035604717
Tiantuo 1,11,10,44,2,6,456.0,459.0,0.00022,93.7,9.3,,,,18,66,,1.698205362
TIMED (Thermosphere ¥ Ionosphere ¥ Mesosphere ¥ Energetics and Dynamics),65,11,1,2,2,612.0,613.0,7e-05,97.0,587.0,,406.0,2.0,21,29,,1.293288976
TISat-1 (Ticano Satellite),57,0,44,2,6,611.0,631.0,0.00143,97.1,1.0,,,,16,79,,1.7104226669999998
TKSat-1 (Tpac Katari Satellite 1),7,10,4,1,,35773.0,35799.0,0.00031,1436.07,5000.0,,,,23,64,-1.521927108,0.004712389
Topsat,76,10,15,2,6,681.0,704.0,0.0016300000000000002,98.6,120.0,,,,12,53,,1.7086773380000002
Triton-1,43,5,44,2,6,594.0,764.0,0.01206,98.1,2.5,,2.0,,2,39,,1.705186679
TRMM (Tropical Rainfall Measuring Mission),36,10,12,2,2,400.0,400.0,0.0,92.6,3820.0,,850.0,3.0,19,50,,0.6108652379999999
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",65,15,20,0,3,1210.0,38740.0,0.71228,709.61,8000.0,,,,1,129,,1.129228026
Tselina-2 (Cosmos 2428),48,15,20,2,2,844.0,858.0,0.0009699999999999999,102.0,3200.0,,,,0,135,,1.239183769
"TUGSat-1ÊÊ(Technische Universitt Graz Satellit, CanX-3b, BRITE-Austria)",4,0,44,2,6,770.0,784.0,0.00098,100.3,14.0,7.0,5.4,,13,79,,1.720894642
Turksat 3A,61,5,4,1,,35778.0,35793.0,0.00018,1436.06,3100.0,1272.0,8100.0,,3,8,0.733736418,0.000174533
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",65,15,4,1,,35738.0,35834.0,0.00114,1436.1,3200.0,1540.0,3800.0,4.0,1,13,1.2683307670000001,0.034382986000000004
"UFO-11  (USA 174) ""UHF Follow-On""",65,15,4,1,,35786.0,35787.0,1e-05,1436.1,3200.0,1545.0,2800.0,4.0,1,16,1.2468632179999999,0.037699112
"UFO-2 (USA 95) ""UHF Follow-On""",65,15,4,1,,35766.0,35807.0,0.00049,1436.12,3200.0,1545.0,2800.0,,1,13,0.502480292,0.144338729
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",65,15,4,1,,35763.0,35775.0,0.00014,1435.22,3200.0,1545.0,2800.0,4.0,1,13,-3.091327171,0.058293997
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",65,15,4,1,,35744.0,35829.0,0.00101,1436.12,3200.0,1545.0,2800.0,4.0,1,13,-1.841322361,0.071733032
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",65,15,4,1,,35738.0,35835.0,0.00115,1436.11,3200.0,1545.0,2800.0,4.0,1,13,-0.38240163899999996,0.06614797900000001
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",65,15,4,1,,35772.0,35794.0,0.00026000000000000003,1435.94,3206.0,1545.0,3800.0,4.0,1,13,3.006853235,0.09145525300000001
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",76,10,12,2,6,660.0,662.0,0.00014,98.0,96.5,,,5.0,0,39,,1.7104226669999998
