ID,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Expected_Lifetime,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Globalstar M065 (Globalstar 65),USA,Commercial,Communications,LEO,Intermediate,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,39231.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M066 (Globalstar 66),USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,450.0,350.0,1500.0,39375.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M067 (Globalstar 67),USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,450.0,350.0,1500.0,39375.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M068 (Globalstar 68),USA,Commercial,Communications,LEO,Intermediate,1411.0,1414.0,0.00019,114.0,450.0,350.0,1500.0,39375.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M069 (Globalstar 69),USA,Commercial,Communications,LEO,Intermediate,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,39231.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M070 (Globalstar 70),USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,450.0,350.0,1500.0,39375.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M071 (Globalstar 71),USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,450.0,350.0,1500.0,39231.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
Globalstar M072 (Globalstar 72),USA,Commercial,Communications,LEO,Intermediate,1412.0,1416.0,0.00026000000000000003,114.1,450.0,350.0,1500.0,39231.0,10.0,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M073 (Globalstar 73, Globalstar 2-6)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M074 (Globalstar 74, Globalstar 2-2)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M075 (Globalstar 75, Globalstar 2-5)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M076 (Globalstar 76, Globalstar 2-3)",USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M077 (Globalstar 77, Globalstar 2-4)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M078 (Globalstar 95, Globalstar 2-23)",USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.08,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907396678
"Globalstar M079 (Globalstar 79, Globalstar 2-1)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40470.0,15.0,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M080 (Globalstar 80, Globalstar 2-14)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M081 (Globalstar 81, Globalstar 2-11)",USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M082 (Globalstar 82, Globalstar 2-15)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M083 (Globalstar 83, Globalstar 2-7)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M084 (Globalstar 84, Globalstar 2-13)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M085 (Globalstar 85, Globalstar 2-10)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M086 (Globalstar 86, Globalstar 2-18)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M088 (Globalstar 88, Globalstar 2-8)",USA,Commercial,Communications,LEO,Intermediate,1412.0,1415.0,0.00019,114.1,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M089 (Globalstar 89, Globalstar 2-12)",USA,Commercial,Communications,LEO,Intermediate,1459.0,1739.0,0.01757,118.2,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,1.291543646
"Globalstar M090 (Globalstar 90, Globalstar 2-17)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M091 (Globalstar 91, Globalstar 2-9)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,40737.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M092 (Globalstar 92, Globalstar 2-16)",USA,Commercial,Communications,LEO,Intermediate,1413.0,1414.0,6e-05,114.1,700.0,,1700.0,40905.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,,0.907571211
"Globalstar M093 (Globalstar 87, Globalstar 2-20)",USA,Commercial,Communications,LEO,Intermediate,1360.0,1400.0,0.0025800000000000003,113.35,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907222145
"Globalstar M094 (Globalstar 93, Globalstar 2-21)",USA,Commercial,Communications,LEO,Intermediate,915.0,927.0,0.00082,103.44,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907745744
"Globalstar M095 (Globalstar 96, Globalstar 2-24)",USA,Commercial,Communications,LEO,Intermediate,1409.0,1418.0,0.00058,114.08,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907222145
"Globalstar M096 (Globalstar 94, Globalstar 2-22)",USA,Commercial,Communications,LEO,Intermediate,918.0,928.0,0.0006900000000000001,103.48,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907745744
"Globalstar M097 (Globalstar 78, Globalstar 2-19)",USA,Commercial,Communications,LEO,Intermediate,1370.0,1391.0,0.00135,113.96,700.0,,1700.0,41311.0,15.0,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,,0.907745744
"Glonass 701 (Glonass-K, Cosmos 2471)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19116.0,19146.0,0.00059,675.78,935.0,,1700.0,40600.0,10.0,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,,1.130449757
"Glonass 712 (Glonass M, Cosmos 2413)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19134.0,19141.0,0.00014,676.1,1480.0,,1600.0,38347.0,7.0,Russia,Baikonur Cosmodrome,Proton K,GS,,1.130973355
Glonass 714 (Cosmos 2419),Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19118.0,19125.0,0.00014,675.39,1480.0,,1600.0,38711.0,7.0,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,,1.130973355
"Glonass 715 (Glonass 35-1, Cosmos 2424)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,39076.0,7.0,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,,1.130973355
"Glonass 716 (Glonass 35-2, Cosmos 2425)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,39076.0,7.0,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,,1.130973355
"Glonass 717 (Glonass 35-3, Cosmos 2426)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,39076.0,7.0,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,,1.130973355
"Glonass 719 (Glonass 36-2, Cosmos 2432)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19094.0,19171.0,0.00151,675.83,1480.0,,1600.0,39381.0,7.0,Russia,Baikonur Cosmodrome,Proton K,,,1.132718685
"Glonass 720 (Glonass 36-3, Cosmos 2433)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19124.0,19133.0,0.00018,675.67,1480.0,,1600.0,39381.0,7.0,Russia,Baikonur Cosmodrome,Proton K,,,1.132718685
"Glonass 721 (Glonass 37-1, Cosmos 2434)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19142.0,19378.0,0.0046,680.91,1480.0,,1600.0,39441.0,7.0,Russia,Baikonur Cosmodrome,Proton M,,,1.128529894
"Glonass 722 (Glonass 37-2, Cosmos 2435)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,18981.0,19126.0,0.00285,672.7,1480.0,,1600.0,39441.0,7.0,Russia,Baikonur Cosmodrome,Proton M,,,1.128355361
"Glonass 723 (Glonass 37-3, Cosmos 2436)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19147.0,19365.0,0.00425,680.75,1480.0,,1600.0,39441.0,7.0,Russia,Baikonur Cosmodrome,Proton M,,,1.128704427
"Glonass 724 (Glonass 38-1, Cosmos 2442)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19092.0,19141.0,0.00096,675.2,1480.0,,1600.0,39716.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130798822
"Glonass 725 (Glonass 38-2, Cosmos 2443)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19134.0,19145.0,0.00022,676.1,1480.0,,1600.0,39716.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130798822
"Glonass 726 (Glonass 38-3, Cosmos 2444)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19136.0,19141.0,0.0001,676.07,1480.0,,1600.0,39716.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.131322421
"Glonass 727 (Glonass 39-1, Cosmos 2447)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19112.0,19142.0,0.00059,675.62,1415.0,,1000.0,39807.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR 1/09,,1.1314969540000002
"Glonass 729 (Glonass 39-3, Cosmos 2449)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,18922.0,19135.0,0.00419,671.71,1415.0,,1000.0,39807.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR 1/09,,1.130798822
"Glonass 730 (Glonass 41-1, Cosmos 2456)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19132.0,19419.0,0.0056,681.53,1415.0,,1000.0,40161.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.131147888
"Glonass 731 (Glonass 42-1, Cosmos 2459)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19119.0,19146.0,0.00053,675.85,1415.0,,1000.0,40238.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130275224
"Glonass 732 (Glonass 42-3, Cosmos 2460)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19131.0,19133.0,4e-05,675.81,1415.0,,1000.0,40238.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130449757
"Glonass 733 (Glonass 41-2, Cosmos 2457)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,18864.0,19130.0,0.00524,670.47,1415.0,,1000.0,40161.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130624289
"Glonass 734 (Glonass 41-3, Cosmos 2458)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19098.0,19129.0,0.00061,675.08,1415.0,,1000.0,40161.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130973355
"Glonass 735 (Glonass 42-2, Cosmos 2461)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19128.0,19135.0,0.00014,675.81,1415.0,,1000.0,40238.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130449757
"Glonass 736 (Glonass 43-1, Cosmos 2464)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,18909.0,19123.0,0.00421,671.2,1415.0,,1000.0,40423.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.131322421
"Glonass 737 (Glonass 43-2, Cosmos 2465)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19116.0,19380.0,0.00515,680.43,1415.0,,1000.0,40423.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.131671487
"Glonass 738 (Glonass 43-3, Cosmos 2466)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19079.0,19175.0,0.00188,675.61,1415.0,,1000.0,40423.0,7.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.131671487
"Glonass 742 (Glonass-M, Cosmos 2474)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19126.0,19158.0,0.00063,676.2,1415.0,,1000.0,40818.0,10.0,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,,1.131322421
"Glonass 743 (Glonass 44-2, Cosmos 2476)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19142.0,19204.0,0.00121,677.46,1415.0,,1000.0,40851.0,10.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130973355
"Glonass 744 (Glonass 44-3, Cosmos 2477)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19150.0,19199.0,0.00096,677.5,1415.0,,1000.0,40851.0,10.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130973355
"Glonass 745 (Glonass 44-1, Cosmos 2475)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19139.0,19212.0,0.00143,677.54,1415.0,,1000.0,40851.0,10.0,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,,1.130624289
"Glonass 746 (Glonass-M, Cosmos 2478)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19130.0,19162.0,0.00063,676.38,1415.0,,1000.0,40874.0,10.0,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,,1.131322421
"Glonass 747 (Glonass-M, Cosmos 2485)",Russia,Military/Commercial,Navigation/Global Positioning,MEO,,19087.0,19173.0,0.00169,675.73,1415.0,,1000.0,41390.0,10.0,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,,1.130449757
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",USA,Government,Earth Science/Meteorology,GEO,,35768.0,35801.0,0.00039,1436.0,3200.0,1533.0,2300.0,38861.0,7.0,USA,Cape Canaveral,Delta 4,JM/12_08,-1.828581457,0.004886922
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",USA,Government,Earth Science/Meteorology,GEO,,35170.0,35170.0,0.0,1436.0,3200.0,1533.0,2300.0,39991.0,10.0,USA,Cape Canaveral,Delta 4,SC - ASCR,-1.562069681,0.0
"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",USA,Government,Earth Science/Meteorology,GEO,,35786.0,35788.0,2e-05,1436.14,3175.0,2180.0,,40241.0,10.0,USA,Cape Canaveral,Delta 4,JM/4_10,-1.56084795,0.007330383
"GOES 3 (Geostationary Operational Environmental Satellite, GOES-C)",USA,Civil,Communications,GEO,,35772.0,35800.0,0.00033,1436.08,627.0,,,28657.0,7.0,USA,Cape Canaveral,Delta 2914,JM/12_08,-1.770461993,0.249582083
Gktrk 2,Turkey,Military,Earth Observation,LEO,Sun-Synchronous,669.0,690.0,0.00149,98.35,409.0,,,41261.0,5.0,Turkey,Jiuquan Satellite Launch Center,Long March 2D,SC - ASCR,,1.713215194
Gonets D1-1,Russia,Commercial/Government/Government,Communications,LEO,Intermediate,1398.0,1415.0,0.00109,113.9,240.0,,120.0,35113.0,,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.4416419619999998
Gonets D1-2,Russia,Commercial/Government,Communications,LEO,Intermediate,1405.0,1415.0,0.00064,114.0,240.0,,120.0,35113.0,,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.4416419619999998
Gonets D1-3,Russia,Commercial/Government,Communications,LEO,Intermediate,1408.0,1417.0,0.00058,114.0,240.0,,120.0,35113.0,,Russia,Plesetsk Cosmodrome,Tsyklon 3,www.satellitedebris.net 12/12,,1.4416419619999998
Gonets M-12,Russia,Commercial/Government,Communications,LEO,Intermediate,1497.0,1510.0,0.0008300000000000001,116.1,270.0,,120.0,40429.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,,1.439896633
Gonets M-13,Russia,Commercial/Government,Communications,LEO,Intermediate,1478.0,1510.0,0.00203,115.9,270.0,,120.0,41118.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,,1.439896633
Gonets M-14,Russia,Commercial/Government,Communications,LEO,,1482.0,1507.0,0.00159,115.86,270.0,,120.0,41528.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,ZARYA,,1.4397221000000002
Gonets M-15,Russia,Commercial/Government,Communications,LEO,Intermediate,1480.0,1511.0,0.00197,115.9,270.0,,120.0,41118.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,,1.439896633
Gonets M-16,Russia,Commercial/Government,Communications,LEO,,1493.0,1508.0,0.00095,116.0,270.0,,120.0,41528.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,ZARYA,,1.4397221000000002
Gonets M-17,Russia,Commercial/Government,Communications,LEO,,1494.0,1509.0,0.00095,116.02,270.0,,120.0,41528.0,0.5,Russia,Plesetsk Cosmodrome,Rokot,ZARYA,,1.614255025
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,Civil,Earth Science,LEO,Polar,435.0,450.0,0.0011,93.4,480.0,445.0,150.0,37332.0,5.0,Germany/USA,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,,1.553343034
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,Civil,Earth Science,LEO,Polar,434.0,451.0,0.00125,93.4,480.0,445.0,150.0,37332.0,5.0,Germany/USA,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,,1.553343034
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Japan,Civil,Earth Science,LEO,Sun-Synchronous,668.0,670.0,0.00014,98.1,1750.0,,3800.0,39836.0,5.0,Japan,Tanegashima Space Center,H-2A,www.satellitedebris.net 12/12,,1.712167996
GSAT-10,India,Government,Communications,GEO,,35777.0,35795.0,0.00021,1436.07,3400.0,1493.0,,41180.0,15.0,India,Guiana Space Center,Ariane 5,ZARYA,1.448623279,0.001047198
GSAT-12,India,Government,Communications,GEO,,35761.0,35811.0,0.00059,1436.1,1410.0,559.0,1430.0,40739.0,8.0,India,Sriharikota Launch Station,PSLV C17,SC - ASCR 9/11,1.447576082,0.001570796
GSAT-14,India,Government,Communications,GEO,,35763.0,35810.0,0.00056,1436.1,1982.0,,,41644.0,12.0,India,Sriharikota Launch Station,GSLV,SC - ASCR,1.291543646,0.004014257
GSAT-2,India,Government,Communications/Technology Development,GEO,,35776.0,35796.0,0.00024,1436.07,1825.0,,,37749.0,0.5,India,Satish Dhawan Space Center,GSLV D2,JM/12_08,0.838456173,0.000698132
GSAT-7,India,Military,Communications,GEO,,35757.0,35814.0,0.0006799999999999999,1436.0,2650.0,,,41515.0,7.0,India,Guiana Space Center,Ariane 5 ECA,ZARYA,1.291543646,0.003316126
GSAT-8,India,Government,Communications/Navigation,GEO,,35782.0,35796.0,0.00017,1436.23,3093.0,1426.0,6250.0,40683.0,12.0,India,Guiana Space Center,Ariane 5,SC - ASCR 9/11,0.959931089,0.001570796
"Haiyang 1B (HY 1B, Ocean 1B)",China (PR),Government,Meteorology,LEO,,782.0,803.0,0.00147,100.7,500.0,,450.0,39183.0,3.0,China (PR),Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.7174039840000002
Haiyang 2A (HY 2A),China (PR),Government,Meteorology,LEO,,965.0,967.0,0.00014,104.4,1500.0,,,40770.0,3.0,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.7348572759999998
HAMSat (VUSat Oscar 52),India,Government/Civil,Communications,LEO,Sun-Synchronous,601.0,636.0,0.0025,97.1,42.5,42.0,,38477.0,,India,Satish Dhawan Space Center,PSLV C6,www.satellitedebris.net 12/12,,1.70344135
Helios 2A,France/Italy/Belgium/Spain/Greece,Military,Reconnaissance,LEO,Sun-Synchronous,681.0,683.0,0.00014,98.0,4200.0,1700.0,2900.0,38339.0,5.0,France/UK/Germany/Spain,Guiana Space Center,Ariane 5G,SC - ASCR,,1.712167996
Helios 2B,France/Italy/Belgium/Spain/Greece,Military,Reconnaissance,LEO,Sun-Synchronous,679.0,682.0,0.00021,98.37,4200.0,1700.0,2900.0,40165.0,5.0,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,SC - ASCR,,1.712167996
"HellasSat 2 (Intelsat K-TV, NSS K-TV)",Greece,Commercial,Communications,GEO,,35769.0,35803.0,0.0004,1436.08,3300.0,,7600.0,37753.0,15.0,France/UK/Germany,Cape Canaveral,Atlas 5,JM/12_08,0.681725606,0.000174533
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",USA,Government/Civil,Astrophysics,LEO,Intermediate,535.0,551.0,0.00116,95.5,293.0,,414.0,37292.0,3.0,USA,Cape Canaveral,Pegasus,www.satellitedebris.net 12/12,,0.663225116
Hinode (Solar B),Multinational,Government,Solar Physics,LEO,,670.0,696.0,0.00184,98.4,700.0,530.0,1000.0,39012.0,3.0,Japan/USA/UK/Germany,Uchinoura Space Center,JAXA M-V,www.satellitedebris.net 12/12,,1.712167996
"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",Japan,Government,Space Science,Elliptical,,952.0,1155.0,0.013669999999999998,106.27,348.0,,900.0,41531.0,1.0,Japan,Uchinoura Space Center,Epsilon,ZARYA,,0.5410520679999999
Hispasat 1C,Spain,Commercial/Gov/Mil,Communications,GEO,,35764.0,35808.0,0.0005200000000000001,1436.08,3112.0,1304.0,6000.0,36560.0,15.0,France,Cape Canaveral,Atlas 2 AS,JM/12_08,-0.522377045,0.000523599
Hispasat 1D,Spain,Commercial/Gov/Mil,Communications,GEO,,35764.0,35809.0,0.00053,1436.11,3288.0,1382.0,6200.0,37517.0,15.0,France,Cape Canaveral,Atlas 2 AS,JM/12_08,-0.522726111,0.000349066
Hispasat 1E,Spain,Commercial,Communications,GEO,,35782.0,35786.0,5e-05,1435.95,5320.0,2175.0,14000.0,40541.0,15.0,USA,Guiana Space Center,Ariane 5,SC - ASCR,-0.523598776,0.00122173
HJ-1A (Huan Jing 1A),China (PR),Government,Remote Sensing,LEO,Polar,628.0,665.0,0.00264,97.7,470.0,,,39696.0,3.0,China (PR),Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.706932008
HJ-1B (Huan Jing 1B),China (PR),Government,Remote Sensing,LEO,Polar,621.0,673.0,0.00371,97.7,470.0,,,39696.0,3.0,China (PR),Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.706932008
